deptAcronym,shortcode,uniqueId,department,projectName,description,totalBudget,estimatedCompletionDate,rawProvidedDate,yearsRemaining,originalDocumentOrder,source,asOfDate,isOver10M,isOver100M
cbsa,windows-server,cbsa-windows-server,Canada Border Services Agency,Windows Server Upgrade,"Windows Server Upgrade
 Uparading near or out of support Windows Server versions to currently suooorted version(s).",,,Not available at this point of time,,355,8555-421-2460,"May 1, 2019",0,0
cbsa,apm,cbsa-apm,Canada Border Services Agency,Application Portfolio Management Replacement Systems,"Replacement of the Canadian Processing Centre System (CPCS), the Travellers Entry Processing System (TEPS), the Telephone Reporting Centre System (TRCS), and the Casual Refund System (CRS)
 In 2017, the CBSA Application Portfolio Management (APM) exercise identified these systems as requiring attention due to low technical condition and
 hiah business value. This project is to intearate or miqrate the functionality within these aoolications to enterprise supported technoloav.",,,Not available at this point of time,,356,8555-421-2460,"May 1, 2019",0,0
csc,omsm,csc-omsm,Correctional Service Canada,Offender Management System Modernization,"Offender Management System Modernization (OMSM) - Offender Management System (OMS) Modernization project - Replace CSC's ""Offender Manaqement System"" business processes and system onto a modern and supported platform.","$108,675,140","March 31, 2027",Fiscal Year 2026-2027,7.9,357,8555-421-2460,"May 1, 2019",1,1
csc,emar,csc-emar,Correctional Service Canada,Offender Health Information System Electronic Medication Administration Record,Offender Health Information System - Electronic Medication Administration Record (EMAR) System - System that will provide a national solution to support the nursing staff to meet their professional and legal responsibilities in documenting when a medication is administered to a patient.,"$4,825,030","March 31, 2022",Fiscal Year 2021-2022,2.9,358,8555-421-2460,"May 1, 2019",0,0
csc,ohis-pharm,csc-ohis-pharm,Correctional Service Canada,Offender Health Information System Regional Pharmacy Management Solution,Offender Management Health Information System - Implement a consistent industry leading Regional Pharmacy Management Solution (RPMS) with standardized management of medication dispensing and inventory control. Urgent initiative to replace legacy pharmacy systems.,"$7,738,291","March 31, 2021",Fiscal Year 2020-2021,1.9,359,8555-421-2460,"May 1, 2019",0,0
csc,ohis-oscar,csc-ohis-oscar,Correctional Service Canada,Offender Health Information System Open Source Clinical Application Resource,"Offender Health Information System (OHIS) - Open Source Clinical Application Resource (OSCAR) - Support for testing of system updates, configuration updates and second level end user support.","$7,316,874","March 31, 2021",Fiscal Year 2020-2021,1.9,360,8555-421-2460,"May 1, 2019",0,0
csc,omsr,csc-omsr,Correctional Service Canada,Offender Management System Renewal,"OMS - A long term overall project composed of evolving the legacy OMSM and Offender Management System Renewal (OMSR).
 Modules: Offender Accommodation Management, Structured Intervention Unit, Statement of Observation Report, Offender Count, Sentence Calculator and OMS Lonq Term Evolution.","$14,901,920","March 31, 2022",Fiscal Year 2021-2022,2.9,361,8555-421-2460,"May 1, 2019",1,0
csc,omsr-transition,csc-omsr-transition,Correctional Service Canada,Offender Management System Renewal Legacy Transition,"Data Foundation - Enable the OMS Project to be successful by preparing current OMS legacy systems for the transition to a new system. These
 activities will include preparing the OMSM application and database for the future data conversion and improving the existing OMSM Data Quality and Governance.","$17,961,688","March 31, 2022",Fiscal Year 2021-2022,2.9,362,8555-421-2460,"May 1, 2019",1,0
csc,dr,csc-dr,Correctional Service Canada,Disaster Recovery,"Disaster Recovery (DR) - CSC invests in the procurement and configuration of the necessary infrastructure to strengthen its DR position and
 ensure that, in the event of a disaster, CSC is capable of activating its backup systems and maintaining its operations.","$1,903,789","March 31, 2022",Fiscal Year 2021-2022,2.9,363,8555-421-2460,"May 1, 2019",0,0
csc,gcdocs,csc-gcdocs,Correctional Service Canada,GCdocs,"GCDOCS - A CSC-wide deployment of the Government of Canada standard GCDOCS platform as an Electronic Document and Records
 Management System (EDRMS) solution. This will provide a common solution for storage, management, retrieval, retention and disposition for documents and information of business value across CSC throuqhout their useful lifecycle.","$11,373,838","March 31, 2022",Fiscal Year 2021-2022,2.9,364,8555-421-2460,"May 1, 2019",1,0
csc,ierp,csc-ierp,Correctional Service Canada,Interim Enterprise Resource Planning,"Interim Enterprise Resource Planning - Increasing the population on the Scheduling and Deployment System (Nurses, Food Services and
 National Monitoring Center).","$3,814,497","March 31, 2022",Fiscal Year 2021-2022,2.9,365,8555-421-2460,"May 1, 2019",0,0
csc,fms,csc-fms,Correctional Service Canada,Financial System Modernization,Financial System Modernization - 1. Modernize the financial system (Oracle-based) 2. Modernize the financial forecastinQ system.,"$21,978,557","March 31, 2022",Fiscal Year 2021-2022,2.9,366,8555-421-2460,"May 1, 2019",1,0
csc,pos,csc-pos,Correctional Service Canada,Point of Sale (POS) System Modernization,"Point of Sale (POS) - Provision of a new POS System to support the Inmate Owned Canteens. The new solution will replace the existing POS
 system that is written in now de-supported programming language; in addition, the new solution will provide new functionalities such as centralization, controls, and reportino in order to effectively suooort the Inmate Owned Canteens program.","$2,651,854","March 31, 2020",Fiscal Year 2019-2020,0.9,367,8555-421-2460,"May 1, 2019",0,0
csc,lms,csc-lms,Correctional Service Canada,Learning Management System,Learning Management System - This initiative will help identify a long-term solution to meet Learning and Development needs with regard to implementinq a modern Leaminq Manaqement Svstem at CSC.,"$4,250,500","March 31, 2022",Fiscal Year 2021-2022,2.9,368,8555-421-2460,"May 1, 2019",0,0
csc,forms,csc-forms,Correctional Service Canada,Forms Modernization,"Forms Modernization - Advance CSC's digital forms management maturity and implement an end to end digital forms management process
 solution.","$7,702,920","March 31, 2022",Fiscal Year 2021-2022,2.9,369,8555-421-2460,"May 1, 2019",0,0
csc,corcan,csc-corcan,Correctional Service Canada,CORCAN Solution,"CORGAN Solution - Automation of CORCAN's sales, marketing, and order manaqement processes.","$1,255,367","March 31, 2021",Fiscal Year 2020-2021,1.9,370,8555-421-2460,"May 1, 2019",0,0
csc,iicm,csc-iicm,Correctional Service Canada,Incident Investigations Case Management,"Incident Investigations Case Management - Facilitates the management and analysis of all serious incidents, which are handled by Boards of lnvestiqation. Provides analyses to uncover trends and linkaqes surfaced by these investigations.","$1,711,800","March 31, 2021",Fiscal Year 2020-2021,1.9,371,8555-421-2460,"May 1, 2019",0,0
csc,gcdocs-network,csc-gcdocs-network,Correctional Service Canada,GCdocs Network Performance,GCDOCS - Network - Enhance the network performance for GCDOCS users.,"$1,700,000","March 31, 2022",Fiscal Year 2021-2022,2.9,372,8555-421-2460,"May 1, 2019",0,0
csc,e-discovery,csc-e-discovery,Correctional Service Canada,e-Discovery Solution,"E-discovery - Facilitate the production of electronic documents in support of litigation and quasi-judicial processes (e.g. Production Orders, Inquiries, Discovery, Labour Code).","$4,339,458","March 31, 2021",Fiscal Year 2020-2021,1.9,373,8555-421-2460,"May 1, 2019",0,0
csc,engagement-portal,csc-engagement-portal,Correctional Service Canada,Engagement Portal,"Engagement Portal - This project will enhance engagement collaboration with partners and stakeholders including advisory groups, faith community reintegration organizations, volunteers, victims, municipal, provincial, territorial and international partners as well as all Canadians. The system will improve Performance Metrics for partnerships and collaboration across the EXCOM-approved engagement priority outcome areas.","$2,310,002","March 31, 2020",Fiscal Year 2019-2020,0.9,374,8555-421-2460,"May 1, 2019",0,0
csc,sharepoint,csc-sharepoint,Correctional Service Canada,SharePoint,"Sharepoint - Deployment of Microsoft SharePoint 2016 + and SharePoint Support Structure (Building of Steering Committee, Governance Model and Technical Support).","$3,556,450","March 31, 2020",Fiscal Year 2019-2020,0.9,375,8555-421-2460,"May 1, 2019",0,0
csc,windows-10,csc-windows-10,Correctional Service Canada,Windows 10 Replacement,"Windows 10 Replacement- Upgrade devices to Windows 10 to ensure compliance with Information Technology Policy Implementation Notices
 (ITPIN) (Treasurv Board of Canada Secretariat Direction)","$3,561,727","March 31, 2020",Fiscal Year 2019-2020,0.9,376,8555-421-2460,"May 1, 2019",0,0
rcmp,asmms,rcmp-asmms,Royal Canadian Mounted Police,Air Services Maintenance Management System,Air Services Maintenance ManaAement Svstem : Procure and implement new system.,"$13,100,000","March 31, 2020","March 31, 2020",0.9,377,8555-421-2460,"May 1, 2019",1,0
rcmp,afis,rcmp-afis,Royal Canadian Mounted Police,Automated Fingerprint Identification Access System,Automated Fingerprint Identification System Replacement : Uoarade and modernize svstem.,"$2,000,000","May 31, 2019","May 31, 2019",0.1,378,8555-421-2460,"May 1, 2019",0,0
rcmp,ancopp,rcmp-ancopp,Royal Canadian Mounted Police,Automated Non-Commissioned Officer Promotions Process Phase 1,Automated Non-Commissioned Officer Promotions Process Phase I : Implement enterprise-wide automated solution for human resource processes,"$1,600,000","January 25, 2021","January 25, 2021",1.7,379,8555-421-2460,"May 1, 2019",0,0
rcmp,apsscp,rcmp-apsscp,Royal Canadian Mounted Police,Automated Public Service PS Staffing and Classification Process,Automated Public Service PS Staffing and Classification Process : Implement enterprise-wide automated solution for human resource processes.,"$3,000,000","March 31, 2022","March 31, 2022",2.9,380,8555-421-2460,"May 1, 2019",0,0
rcmp,bes,rcmp-bes,Royal Canadian Mounted Police,Border Enforcement Strategy,Border Enforcement Strateav: Suooort Government of Canada in improvinq the inteqritv and security of the Canadian border and asvlum process.,"$26,000,000",,TBD,,381,8555-421-2460,"May 1, 2019",1,0
rcmp,bi-modernization,rcmp-bi-modernization,Royal Canadian Mounted Police,Business Intelligence Modernization,Business lntelli!=lence Modernization : Implement an enterprise solution to enable improved decision makinq.,"$37,700,000","April 23, 2019","April 23, 2019",0.0,382,8555-421-2460,"May 1, 2019",1,0
rcmp,cannabis,rcmp-cannabis,Royal Canadian Mounted Police,Cannabis Legislation Support,Cannabis : Suooort Government of Canada Leqislation to leaalize and control access to Cannabis.,"$2,500,000",,TBD,,383,8555-421-2460,"May 1, 2019",0,0
rcmp,cms,rcmp-cms,Royal Canadian Mounted Police,Enterprise Case Management Solution,Case Management : Implement an enterprise case manaaement solution.,"$1,000,000","March 31, 2019","March 31, 2019",-0.1,384,8555-421-2460,"May 1, 2019",0,0
rcmp,cencis-3,rcmp-cencis-3,Royal Canadian Mounted Police,Centralized Communication Interception System (CenCIS) III,CenCIS Ill Proiect : UParade evidence collection technoloqv to meet judicial requirements under court disclosure rules.,"$11,200,000","March 29, 2020","March 29, 2020",0.9,385,8555-421-2460,"May 1, 2019",1,0
rcmp,ce,rcmp-ce,Royal Canadian Mounted Police,Classified Environment,Classified Environment: Upgrade and modernize information management and information technology security systems.,"$1,200,000","February 2, 2020","February 2, 2020",0.8,386,8555-421-2460,"May 1, 2019",0,0
rcmp,cloud,rcmp-cloud,Royal Canadian Mounted Police,Cloud Approach,Cloud Annroach : Implement an enterorise solution to enable improved information manaqement decision makinq.,"$2,500,000",,TBD,,387,8555-421-2460,"May 1, 2019",0,0
rcmp,cop,rcmp-cop,Royal Canadian Mounted Police,Common Operating Picture,Common Operatim1 Picture: Implement an enterprise solution to enable improved law enforcement decision makinq and service deliverv.,"$9,900,000",,TBD,,388,8555-421-2460,"May 1, 2019",0,0
rcmp,cpic-photo,rcmp-cpic-photo,Royal Canadian Mounted Police,Canadian Police Information Centre (CPIC) Photo Attachment Functionality Upgrade,CPIC Photo Attachment: Uoarade svstem functionality.,"$1,640,000","May 10, 2019","May 10, 2019",0.0,389,8555-421-2460,"May 1, 2019",0,0
rcmp,cper-hana,rcmp-cper-hana,Royal Canadian Mounted Police,Contract Policing Enhanced Reporting HANA Database,"Contract Policing Enhanced Reporting : Standardize and inteqrate sales forecastinq for Contract Policinq Partners, on the HANA database platform","$21,000,000","September 30, 2023","September 30, 2023",4.4,390,8555-421-2460,"May 1, 2019",1,0
rcmp,cpic-dam,rcmp-cpic-dam,Royal Canadian Mounted Police,Canadian Police Information Centre (CPIC) Digital Asset Management,Digital Asset Management Canadian Police Information Centre (CPIC) Querv: Replace and uparade hardware.,"$1,000,000",,TBD,,391,8555-421-2460,"May 1, 2019",0,0
rcmp,emcm,rcmp-emcm,Royal Canadian Mounted Police,Electronic Major Case Management Renewal,Electronic Major Case Management Next Generation Project : Uoarade and modernize system and software.,"$48,000,000","March 31, 2021","March 31, 2021",1.9,392,8555-421-2460,"May 1, 2019",1,0
rcmp,emp,rcmp-emp,Royal Canadian Mounted Police,Email Modernization Project,Email Modernization Project: Upgrade internal communication systems.,"$11,100,000","March 31, 2020","March 31, 2020",0.9,393,8555-421-2460,"May 1, 2019",1,0
rcmp,edw,rcmp-edw,Royal Canadian Mounted Police,Enterprise Data Warehouse,Enterprise Data Warehouse : Implement an enterprise solution to enable improved information manaqement and decision making.,"$1,500,000","March 17, 2020","March 17, 2020",0.9,394,8555-421-2460,"May 1, 2019",0,0
rcmp,egis-2,rcmp-egis-2,Royal Canadian Mounted Police,Enterprise Geospatial Information System Phase 2,Enterprise Geospatial Information Svstem Phase II: LJpqrade and modernize law enforcement service deliverv.,"$2,600,000",,TBD,,395,8555-421-2460,"May 1, 2019",0,0
rcmp,biometric-expansion,rcmp-biometric-expansion,Royal Canadian Mounted Police,Biometrics Expansion,Expansion of Biometrics Immigration : SuPPort Government of Canada in improvinq the inteqrity and security of the immiqration svstem.,"$1,100,000","March 31, 2020","March 31, 2020",0.9,396,8555-421-2460,"May 1, 2019",0,0
rcmp,expungement,rcmp-expungement,Royal Canadian Mounted Police,Expungement of Historically Unjust Convictions Support,Expungement: Support Government of Canada Legislation Bill C-66 - ExpunQement of Historically unjust Convictions Act,"$1,400,000","May 5, 2019","May 5, 2019",0.0,397,8555-421-2460,"May 1, 2019",0,0
rcmp,frt-db,rcmp-frt-db,Royal Canadian Mounted Police,Firearms Reference Table Database Upgrade,Firearms Reference Table : Upqrade database.,"$4,300,000","November 9, 2020","November 9, 2020",1.5,398,8555-421-2460,"May 1, 2019",0,0
rcmp,gcdocs,rcmp-gcdocs,Royal Canadian Mounted Police,GCdocs,GCDOCS: Implement GCDOCS within RCMP.,"$32,000,000","October 21, 2019","October 21, 2019",0.5,399,8555-421-2460,"May 1, 2019",1,0
rcmp,gcnet-wan,rcmp-gcnet-wan,Royal Canadian Mounted Police,GCNet WAN Services Migration,GCNet WAN Services Migration : Migrate RCMP wide area network (WAN) to the GCNet WAN.,"$14,300,000","December 1, 2020","December 1, 2020",1.6,400,8555-421-2460,"May 1, 2019",1,0
rcmp,imp,rcmp-imp,Royal Canadian Mounted Police,Identity Management Program,Identify Manaaernent Program : Implement an enterprise solution to enable imProved law enforcement decision makinq and service deliverv.,"$2,000,000",,TBD,,401,8555-421-2460,"May 1, 2019",0,0
rcmp,interpol-set,rcmp-interpol-set,Royal Canadian Mounted Police,Interpol Secure Email Transformation,Interpol Secure Email Transformation : Upqrade and modernize information manaaement and information technology securitv svstems.,"$5,400,000",,TBD,,402,8555-421-2460,"May 1, 2019",0,0
rcmp,itspm,rcmp-itspm,Royal Canadian Mounted Police,IT Security Program Modernization,IT Securitv Proqram Modernization : Uoarade and modernize information manaaement and information technoloav securitv svstems.,"$17,000,000",,TBD,,403,8555-421-2460,"May 1, 2019",1,0
rcmp,lms,rcmp-lms,Royal Canadian Mounted Police,Learning Management System Modernization,learnina Manaaement Svstem Modernization : Uoarade svstem software.,"$1,000,000","March 31, 2020","March 31, 2020",0.9,404,8555-421-2460,"May 1, 2019",0,0
rcmp,mddm,rcmp-mddm,Royal Canadian Mounted Police,Mobile Device Deployment & Management,Mobile Device Deployment & Management : Implement an enterprise solution to enable improved law enforcement decision making and service delivery.,"$2,450,000",,TBD,,405,8555-421-2460,"May 1, 2019",0,0
rcmp,nc3,rcmp-nc3,Royal Canadian Mounted Police,National Cyber-Crime Coordination (NC3) Establishment,National Cyber-Crime Coordination (NC3) : Support establishment of new NC3 Unit within the RCMP.,"$14,400,000","March 31, 2023","March 31, 2023",3.9,406,8555-421-2460,"May 1, 2019",1,0
rcmp,nsorm,rcmp-nsorm,Royal Canadian Mounted Police,National Sex Offender Registry Modernization Project,National Sex Offender Registrv Modernization : Support Government of Canada Leqislation to enact the Hiqh Risk Child Sex Offender Database Act.,"$7,300,000","September 23, 2019","September 23, 2019",0.4,407,8555-421-2460,"May 1, 2019",0,0
rcmp,nsc,rcmp-nsc,Royal Canadian Mounted Police,Netmotion Secure Connectivity,Netmotion Secure Connectivitv: Uoarade and modernize information manaoement and technoloqy securitv systems.,"$1,000,000",,TBD,,408,8555-421-2460,"May 1, 2019",0,0
rcmp,network-bandwidth,rcmp-network-bandwidth,Royal Canadian Mounted Police,Network Bandwidth Modernization,Network Bandwidth Modernization: Uoarade and modernize RCMP wired and wireless network bandwidth.,"$2,000,000",,TBD,,409,8555-421-2460,"May 1, 2019",0,0
rcmp,media-dam,rcmp-media-dam,Royal Canadian Mounted Police,Digital Asset Management for New Media,New Media - Digital Asset Management : Develop new media web aoolications and cloud-based solutions.,"$1,000,000","May 31, 2019","May 31, 2019",0.1,410,8555-421-2460,"May 1, 2019",0,0
rcmp,next-gen-911,rcmp-next-gen-911,Royal Canadian Mounted Police,Next Generation 9-1-1,Next Generation 9-1-1: Upqrade and modernize emerQency communication systems.,"$1,400,000","March 31, 2020","March 31, 2020",0.9,411,8555-421-2460,"May 1, 2019",0,0
rcmp,pdap,rcmp-pdap,Royal Canadian Mounted Police,Police Data Analytics Project,Police Data Analytics Project: Proof-of-concept pilot project to manage large volumes of policing digital data and keep pace with advancinq technoloqy_,"$3,200,000","September 30, 2019","September 30, 2019",0.4,412,8555-421-2460,"May 1, 2019",0,0
rcmp,pipm,rcmp-pipm,Royal Canadian Mounted Police,Police Information Portal Modernization,Police Information Portal Modernization : Uoaradina and modernizing system.,"$19,200,000",,TBD,,413,8555-421-2460,"May 1, 2019",1,0
rcmp,radio-central,rcmp-radio-central,Royal Canadian Mounted Police,Central Region Radio System Renewal and Modernization,RCMP Central Reqion Radio System Renewal and Modernization : Uoarade emeraency communication systems.,"$88,000,000","September 29, 2023","September 29, 2023",4.4,414,8555-421-2460,"May 1, 2019",1,0
rcmp,radio-d,rcmp-radio-d,Royal Canadian Mounted Police,D Division Radio System Renewal and Modernization,RCMP D Division Radio System Renewal and Modernization : Uoarade emerqencv communication systems.,"$5,500,000","May 1, 2023","May 1, 2023",4.0,415,8555-421-2460,"May 1, 2019",0,0
rcmp,depot-ds,rcmp-depot-ds,Royal Canadian Mounted Police,RCMP Depot Driving Simulator Renewal,RCMP Depot Driving Simulator Renewal : Uoarade cadet training software.,"$2,100,000",,TBD,,416,8555-421-2460,"May 1, 2019",0,0
rcmp,depot-lms,rcmp-depot-lms,Royal Canadian Mounted Police,RCMP Depot E-Learning System,RCMP Depot E-Learning System : Upqrade cadet training software.,"$1,820,000",,TBD,,417,8555-421-2460,"May 1, 2019",0,0
rcmp,cms-e,rcmp-cms-e,Royal Canadian Mounted Police,E Division Content Management System Upgrade,RCMP E Division Content Management System : Uoarade system software.,"$3,900,000",,TBD,,418,8555-421-2460,"May 1, 2019",0,0
rcmp,eticketing-e,rcmp-eticketing-e,Royal Canadian Mounted Police,E Division Road Safety Initiative eTicketing,RCMP E Division Road Safetv Initiative eTicketinq : Uoarade and modernize law enforcement service delivery.,"$1,300,000",,TBD,,419,8555-421-2460,"May 1, 2019",0,0
rcmp,radio-f,rcmp-radio-f,Royal Canadian Mounted Police,F Division Radio Network Upgrade,RCMP F Division Radio Network Uoarade: Uoarade emerqencv communication systems.,"$18,600,000",,TBD,,420,8555-421-2460,"May 1, 2019",1,0
rcmp,radio-j,rcmp-radio-j,Royal Canadian Mounted Police,J Division Radio System Renewal and Modernization,RCMP J Division Radio System Renewal and Modernization : Uoarade emergency communication systems.,"$35,300,000","September 22, 2020","September 22, 2020",1.4,421,8555-421-2460,"May 1, 2019",1,0
rcmp,radio-k,rcmp-radio-k,Royal Canadian Mounted Police,K Division Radio Renewal and Modernization,RCMP K Division Radio Renewal and Modernization : Uoarade emergency communication systems.,"$1,000,000","March 26, 2019","March 26, 2019",-0.1,422,8555-421-2460,"May 1, 2019",0,0
rcmp,nrtc,rcmp-nrtc,Royal Canadian Mounted Police,RCMP National Radio Tower Compliance Upgrade,RCMP National Radio Tower Compliance : Uoarade emergency communication systems.,"$18,600,000","May 21, 2019","May 21, 2019",0.1,423,8555-421-2460,"May 1, 2019",1,0
rcmp,radio-v,rcmp-radio-v,Royal Canadian Mounted Police,V Divison Radio System Renewal and Modernization,RCMP V Divison Radio System Renewal and Modernization : LJpqrade emeraency communication systems.,"$2,000,000","November 27, 2019","November 27, 2019",0.6,424,8555-421-2460,"May 1, 2019",0,0
rcmp,ssepp,rcmp-ssepp,Royal Canadian Mounted Police,Enterprise SSEPP Reporting and Analytics,SSEPP Reportinq and Analystics : Implement an enterprise solution to enable improved decision makinq.,"$1,640,000","December 18, 2020","December 18, 2020",1.6,425,8555-421-2460,"May 1, 2019",0,0
rcmp,viclas,rcmp-viclas,Royal Canadian Mounted Police,Violent Crime Linkage Analysis System,Violent Crime Linkaqe Analysis System (ViCLAS) Program : Uparade system software.,"$1,400,000",,TBD,,426,8555-421-2460,"May 1, 2019",0,0
rcmp,weblogic,rcmp-weblogic,Royal Canadian Mounted Police,Weblogic Integration Technology Replacement,Webloqic Integration Technology Replacement: Uoarade system hardware and software.,"$4,000,000","October 27, 2019","October 27, 2019",0.5,427,8555-421-2460,"May 1, 2019",0,0
rcmp,sccm,rcmp-sccm,Royal Canadian Mounted Police,System Center Configuration Manager for Windows 10,System Center Confhwration Manager Windows 10: Uoarade workstation support software. . .,"$4,800,000","June 18, 2019","June 18, 2019",0.1,428,8555-421-2460,"May 1, 2019",0,0
cta,cms,cta-cms,Canadian Transportation Agency,Case Management Project,"Case Management Project: The Canadian Transportation Agency needs to update its current outdated custom case management platform to a modern one. The goal is to allow the CTA to gather more timely and reliable internal performance data for the purposes of reporting on results to Parliamentarians, and Canadians, reduce the risk of critical system failures, and to realize process efficiencies and lower maintenance costs.","$1,800,000","April 30, 2021","April 30, 2021",2.0,429,8555-421-2460,"May 1, 2019",0,0
tc,nwar,tc-nwar,Transport Canada,Navigable Waters Act Renewal,"Navigable Waters Act Renewal (NWAR) - In alignment wilh the GC's priority for 'open data and transparency' and lo meet the Minister's mandate commitment to incorporate modem safeguards into the Navigation Protection Act, a new public facing registry will be developed In support of the new federal navigation regime.","$2,727,768","March 31, 2020","March 31, 2020",0.9,430,8555-421-2460,"May 1, 2019",0,0
tc,tdgc,tc-tdgc,Transport Canada,Transportation of Dangerous Goods Core,"Transportation of Dangerous Goods (TOG) Core • The goal of the project is 10 integrate a number o! separate data structures to provide better monitoring of inspection information, to identify localized trends/anomalies, and to support the assessment of program effectiveness. The TOG Core project will be a key component for TOG to enable risk analysis and oversiuht planninQ.","$9,863,387","June 30, 2022","June 30, 2022",3.2,431,8555-421-2460,"May 1, 2019",0,0
tc,sis,tc-sis,Transport Canada,Surface Infrastructure System Enhancements,"Surface Infrastructure System (SIS) Enhancements • The existing Surface Infrastructure System (SIS) application requires enhancements to ensure continued compliance with federal legislation. The enhancements will allow for a common internal business platform to assist in the tracking of the department's Grants &
 Contributions programs. The project will strengthen internal controls, as well as facilitate reporting to decision makers.","$2,012,424","December 31, 2020","December 31, 2020",1.7,432,8555-421-2460,"May 1, 2019",0,0
tc,srccs,tc-srccs,Transport Canada,Security Reliability Clearance Control System,"Security Reliability Clearance Control System (SRCCS) - The SRCCS application supports three distinct programs - Aviation Transportation Security Clearance Program, Marine Transportation Security Clearance Program and the Policy on Government Security for federal government employees. This ongoing project provides key updates to the SRCCS application to streamline and automate numerous information exchanges wtth both internal and external stakeholders in Canada, eliminating
 the need for manual data entrv and improvini:i reportinq capabilities.","$2,766,235","August 30, 2019","August 30, 2019",0.3,433,8555-421-2460,"May 1, 2019",0,0
tc,mtoa,tc-mtoa,Transport Canada,myTC Online Account,"myTC Online Account (MTOA} • Through a client-centric digital services platform, this project will provide external clients with the ability lo access regulatory services
 online through an enterprise web platform in a standard and consistent manner. External users will be able to complete service requests online, providing an alternate channel for the delivery of regulatory services; business groups providing these services will benefit from the automated collection o! client data. New streamlined
 services and the ability to interact with stakeholders using modem fT solutions wm allow employees to complete regulatory authorization services such as permits,
 certifications, and licenses in a standard, consistent, reliable, and secure manner.","$14,647,966","March 31, 2022","March 31, 2022",2.9,434,8555-421-2460,"May 1, 2019",1,0
tc,mytc-oversight,tc-mytc-oversight,Transport Canada,myTC Oversight Mobile Tools,"myTC Oversight• The objective of this ongoing project is to enable TC's 1400 inspectors to conduct regulatory inspection activities effectively through enhanced mobile tools that replace paper-based inspections processes with digitized processes performed on a tablet. The provision of enhanced mobile tools, reference materials and access to standards, regulations and legislation wlll Improve inspections, enhance industry compliance with the legal and regulatory framework and increase the safety and security of Canadians.","$15,204,469","March 31, 2021","March 31, 2021",1.9,435,8555-421-2460,"May 1, 2019",1,0
tc,rpas,tc-rpas,Transport Canada,Remotely Piloted Aircraft Systems Information Management System,"Remotely Piloted Aircraft Systems (RPAS) - lniormation Management System • TC is introducing regulations and program services for remotely piloted aircraft systems as a new component of the Civil Aviation safely program. Subsequent lo deploying the first version of the RPAS in January 2019, Canadians can now register their RPAS, write online exams and acquire flight certificates, TC will build additional functionality in 2019-20 to address organizational entities, flight reviewer affiliations, and
 RPAS de-reoistrations.","$4,419,885","March 31, 2020","March 31, 2020",0.9,436,8555-421-2460,"May 1, 2019",0,0
tc,cee,tc-cee,Transport Canada,Multimodal Enforcement Reporting System,Multimodal Enforcement Reporting System - The Centre of Enforcement Expertise (CEE) is unable to utilize all of TC's data assets effectively. Successfully implemen!ing the project will increase CEE's (and individual programs of TC) ability to conduct effective decision-support and analytical functions in response to internal departments enforcement-related requests as well as requests from other federal departments and external stakeholders. The project will support the CEE's (as well as Transport Canada's) increasing need for accountability and evidence-based decision-making horizontally across all modes and programs. TC's efforts are focused on k:lenti!ving kev data sources that can be ouicklv leveraQed to develop a prototype.,"$2,529,349","September 30, 2020","September 30, 2020",1.4,437,8555-421-2460,"May 1, 2019",0,0
tc,saar,tc-saar,Transport Canada,System Architecture and Application Rationalization,"System Architecture and Rationalization (SAAR) - The SAAR project is implementing a multi-year departmental strategy for application rationalization that includes the consolidation, migration and decommissioning of select applications. The focus will be on providing the solution platforms and reusable services (such as Access Management, Payment etc.) needed to support !he department's business in a sustainable manner. As these platforms, services and applications are implemented, they will enable the consolidation of departmental data and enhanced reporting and decision making. SAAR is the key foundational project for the delivery of a long-term,
 sustainable enterprise architecture for TC.","$8,346,002","April 30, 2020","April 30, 2020",1.0,438,8555-421-2460,"May 1, 2019",0,0
tc,hr,tc-hr,Transport Canada,HR Systems Revitalization,"HR Systems Revitalization - The goal of this new project is to implement the changes required for TC's HR applications to continue to support the department for the next five to seven years, when the department expects to onboard to MvGCHR, or the solution selected as the oovemmenl-wide HR svstem.","$3,192,124","November 30, 2020","November 30, 2020",1.6,439,8555-421-2460,"May 1, 2019",0,0
tc,wifi,tc-wifi,Transport Canada,WiFi Installation,"WiFi • This project wm enable the lnsta!laoon of GC Wi-Fi in multiple TC sites across the country, including in specifically identified Aircraft Services hangars lo support the maintenance of helicopters owned by the Department of Fisheries and Oceans. This will replace the aging TC Wi-Fi sysiem at every loca!ion, in addition to installing Wi-Fi where there previously was none. This investment wm serve to foster a mobile workforce and virtual workplace, in supoort of TC's Diqi!al Roadmap.","$4,254,813","March 31, 2020","March 31, 2020",0.9,440,8555-421-2460,"May 1, 2019",0,0
tc,imit-sc,tc-imit-sc,Transport Canada,IM/IT Service Catalogue,"IM/IT Service Catalogue• The project wm deploy a TC IM/IT Service Catalogue based on a client-focused IT Service Management system to allow TC clients to more efficiently submit service requests for changes or additions lo workplace technology devices and related working environment (laptops, mobile phones, software applications, system access, wireiine telephones, etc.) and to track !he status of these requests through to fulfillment. The solution will provide business users with a convenient way to interact with the IT organization, by presenting IT services in the form of an orderab!e service catalogue, which will interface with TC and GC internal suooly processes.","$3,314,864","March 31, 2020","March 31, 2020",0.9,441,8555-421-2460,"May 1, 2019",0,0
