deptAcronym,shortcode,uniqueId,department,latestProjectName,latestDescription,numOfEntries,originalBudget,latestBudget,originalBudgetSource,latestBudgetSource,originalEstimatedCompletionDate,latestEstimatedCompletionDate,originalEstimatedCompletionDateSource,latestEstimatedCompletionDateSource,budgetDelta,budgetDeltaPercentage,datesDelta,estimatedStatus,isOver10M,isOver100M
rcmp,biometrics-sharing,rcmp-biometrics-sharing,Royal Canadian Mounted Police,Fingerprint Biometrics Sharing Component,"Thelnrormation Sharing (15) lmm1grat1on proiect was 1mt1ated by Immigration Refugees and Citizenship Canada {IRCC) to meet their current commitments under the Canada-US Perimeter Security and Economic Competitiveness Action Plan that outlines joint priorities to strengthen shared security and improve the legitimate flow of people, goods and services across borders. The RCMP will provide the IT components for the ability to share fingerprint biometrics records - -• - """"' th<> I lnit<>ri C:::+;,+,,..,",1,11361000,11361000,2016,2016,2017-03-31,2017-03-31,2016,2016,,,,completed,1,0
rcmp,bwc-dems,rcmp-bwc-dems,Royal Canadian Mounted Police,Body Worn Cameras & Digital Evidence Management (BWC&DEMS),"This project will improve public transparency and accountability, and respond to concerns about policing from racialized and Indigenous communities. The government has provided funding to the RCMP to implement a Body Worn Camera Program (BWC). The objective of the program is to equip all RCMP officers who have operational interactions with the public with a body worn camera while on duty and implement supporting software technology to store and ensure ready access to video evidence. The $3.7M investment in this report only represents the funding for the IM/IT components of this project and not the overall project budget.",1,3700000,3700000,2022,2022,2023-03-31,2023-03-31,2022,2022,,,,new,0,0
rcmp,cannabis,rcmp-cannabis,Royal Canadian Mounted Police,Cannabis Legislation Support,Cannabis : Suooort Government of Canada Leqislation to leaalize and control access to Cannabis.,1,2500000,2500000,2019,2019,,,,,,,,unknown (past due),0,0
rcmp,ccis,rcmp-ccis,Royal Canadian Mounted Police,Canadian Criminal Intel System (CCIS),"This project will replace the current system with the goal of providing law enforcement and public safety agencies with a modern Information Technology (IT) solution that will enable automated business processes, provide advanced data analytics tools, and enhance collaboration within the Criminal Intelligence (CI) community.",1,32100000,32100000,2022,2022,2026-03-31,2026-03-31,2022,2022,,,,new,1,0
rcmp,ce,rcmp-ce,Royal Canadian Mounted Police,Classified Environment,Classified Environment: Upgrade and modernize information management and information technology security systems.,2,4648000,1200000,2016,2019,2018-03-31,2020-02-02,2016,2019,-3448000,-74.18,1.84,behind schedule,0,0
rcmp,cencis-3,rcmp-cencis-3,Royal Canadian Mounted Police,Centralized Communication Interception System (CenCIS) III,CenCIS Ill Proiect : UParade evidence collection technoloqv to meet judicial requirements under court disclosure rules.,2,5201000,11200000,2016,2019,2017-03-31,2020-03-29,2016,2019,5999000,115.34,2.99,behind schedule,1,0
rcmp,cfdss,rcmp-cfdss,Royal Canadian Mounted Police,Canadian Firearms Digital Service Solution (CFDSS),"This project will modernize existing information systems and software components with a digital-first, service oriented and open integration approach. It will improve the client experience, eliminate paper based processes and strengthen program agility that will support the evolving firearms program and compliance with Canada’s gun control framework. The CFDSS will be an integrated digital solution with an optimal user and customer experience. A digital decoupling strategy will be established that will allow for reuse of relevant legacy systems by building adjacent functionality, as well as enabling technology changes by streamlining and simplifying the portfolio through legacy application decommissioning and consolidation activities.",1,26900000,26900000,2022,2022,2026-03-31,2026-03-31,2022,2022,,,,new,1,0
rcmp,cfp-c71,rcmp-cfp-c71,Royal Canadian Mounted Police,Bill C-71 Firearms Application Suite Update,"This project will provide governance and oversight to the Canadian Firearms Program (CFP) application. Changes are required as a result of Bill C-71 (An Act to amend certain Acts and Regulations in relation to firearms) legislation, as it pertains to the provisions of Licence Verification, Client Eligibility, and Authorization to Transportation.",1,1100000,1100000,2022,2022,2022-06-30,2022-06-30,2022,2022,,,,new,0,0
rcmp,ciids,rcmp-ciids,Royal Canadian Mounted Police,Computerized Integrated Information and Dispatch System,"Computerized Integrated Information and Dispatch System (CIIDS) will provide an integrated tool for RCMP Operational Communication Centre {OCC) call taking and dispatching operators to provide core services to the public and to the patrolling members. It is the main tool used in the OCC and provides integrated access to RCMP external systems, to E911 and radio systems, and to the mobile Wireless applications used in patrol units. The rebaslined project.cost is $5.2M and project completion is anticipated in 2016-17.",1,5192000,5192000,2016,2016,2017-03-31,2017-03-31,2016,2016,,,,completed,0,0
rcmp,ciids-mws,rcmp-ciids-mws,Royal Canadian Mounted Police,Status And Messaging Module (SAMM) Mobile WS Update,"This project will update the mobile wireless component of the Computerized Integrated Information and Dispatch System (CIIDS) that is used in patrol units by frontline officers to provide status updates, GPS location and mapping, receive dispatches, and vehicle-tovehicle texting via mobile work station (MWS).",1,1500000,1500000,2022,2022,2024-03-31,2024-03-31,2022,2022,,,,new,0,0
rcmp,cjim,rcmp-cjim,Royal Canadian Mounted Police,Criminal Justice Information Modernization,"The Criminal Justice Information Modernization (CJIM) project is to automate the processing of criminal records and court dispositions; to replace associated legacy systems;_ and to provide a seamless interface to the CPIC application. Through business process re- engineering, automation and standardization, CJIM will contribute to the Canadian Criminal Real Time ld ntification Services (CCRTIS) program renewal based on a new vision and a new target operating model.",1,41096000,41096000,2016,2016,2017-03-31,2017-03-31,2016,2016,,,,completed,1,0
rcmp,cloud,rcmp-cloud,Royal Canadian Mounted Police,Cloud Approach,Cloud Annroach : Implement an enterorise solution to enable improved information manaqement decision makinq.,1,2500000,2500000,2019,2019,,,,,,,,unknown (past due),0,0
rcmp,cms,rcmp-cms,Royal Canadian Mounted Police,Enterprise Case Management Solution,Case Management : Implement an enterprise case manaaement solution.,1,1000000,1000000,2019,2019,2019-03-31,2019-03-31,2019,2019,,,,completed,0,0
rcmp,cms-e,rcmp-cms-e,Royal Canadian Mounted Police,E Division Content Management System Upgrade,RCMP E Division Content Management System : Uoarade system software.,1,3900000,3900000,2019,2019,,,,,,,,unknown (past due),0,0
rcmp,cop,rcmp-cop,Royal Canadian Mounted Police,Common Operating Picture,Common Operatim1 Picture: Implement an enterprise solution to enable improved law enforcement decision makinq and service deliverv.,1,9900000,9900000,2019,2019,,,,,,,,unknown (past due),0,0
rcmp,cper-hana,rcmp-cper-hana,Royal Canadian Mounted Police,Contract Policing Enhanced Reporting HANA Database,"Contract Policing Enhanced Reporting : Standardize and inteqrate sales forecastinq for Contract Policinq Partners, on the HANA database platform",1,21000000,21000000,2019,2019,2023-09-30,2023-09-30,2019,2019,,,,unknown (past due),1,0
rcmp,cpic-dam,rcmp-cpic-dam,Royal Canadian Mounted Police,Canadian Police Information Centre (CPIC) Digital Asset Management,Digital Asset Management Canadian Police Information Centre (CPIC) Querv: Replace and uparade hardware.,1,1000000,1000000,2019,2019,,,,,,,,unknown (past due),0,0
rcmp,cpic-photo,rcmp-cpic-photo,Royal Canadian Mounted Police,Canadian Police Information Centre (CPIC) Photo Attachment Functionality Upgrade,CPIC Photo Attachment: Uoarade svstem functionality.,1,1640000,1640000,2019,2019,2019-05-10,2019-05-10,2019,2019,,,,completed,0,0
rcmp,csm-2,rcmp-csm-2,Royal Canadian Mounted Police,Civil Screening Modernization Phase 2,Civil Screening Modernization Phase II includes criminal records verification reauests for all civil screenino requests.,1,8368000,8368000,2016,2016,2018-03-31,2018-03-31,2016,2016,,,,completed,0,0
rcmp,cts,rcmp-cts,Royal Canadian Mounted Police,Classification Tracking System,"This project will be designed to improve ease and accuracy of requesting classification actions, eliminate steps in classification process, centralize the collection of data to provide for evidence-based resource, productivity and process decision-making.",1,1000000,1000000,2022,2022,2022-10-31,2022-10-31,2022,2022,,,,new,0,0
rcmp,depot-ds,rcmp-depot-ds,Royal Canadian Mounted Police,RCMP Depot Driving Simulator Renewal,RCMP Depot Driving Simulator Renewal : Uoarade cadet training software.,1,2100000,2100000,2019,2019,,,,,,,,unknown (past due),0,0
rcmp,depot-lms,rcmp-depot-lms,Royal Canadian Mounted Police,RCMP Depot E-Learning System,RCMP Depot E-Learning System : Upqrade cadet training software.,1,1820000,1820000,2019,2019,,,,,,,,unknown (past due),0,0
rcmp,dpsc-dcim,rcmp-dpsc-dcim,Royal Canadian Mounted Police,Digital Policing Strategy Capability - Digital Collaboration Information Management (DCIM),This project phase will deploy a more effective and accurate internal record keeping and information retrieval system that the RCMP needs to manage administrative information as a strategic asset throughout its lifecycle. This requires both the increased adoption of Electronic Document and Records Management (EDRM) Systems and the careful design of business applications and records management tools in ways that seamlessly integrate business processes with information management requirements.,1,12000000,12000000,2022,2022,2025-03-31,2025-03-31,2022,2022,,,,new,1,0
rcmp,dsms-sibs,rcmp-dsms-sibs,Royal Canadian Mounted Police,Departmental Security Management System (DSMS) - Security Intelligence Background Section (SIBS),This project will assist the RCMP-SIBS in providing Law Enforcement Records Checks (LERC) for Government of Canada departments and partners in support of their security screening processes. The implementation of a portal and a case management solution will address many of the challenges experienced due to the manual nature of the current screening process.,1,1100000,1100000,2022,2022,2023-03-15,2023-03-15,2022,2022,,,,new,0,0
rcmp,dsms-ss,rcmp-dsms-ss,Royal Canadian Mounted Police,Departmental Security Management System (DSMS) - Security Screening,This project will support the development and implementation of a MS Dynamics Security Shared Case Management System (SCMS) and web portal(s) for RCMP security clearances.,1,4100000,4100000,2022,2022,2022-12-13,2022-12-13,2022,2022,,,,new,0,0
rcmp,edw,rcmp-edw,Royal Canadian Mounted Police,Enterprise Data Warehouse,Enterprise Data Warehouse : Implement an enterprise solution to enable improved information manaqement and decision making.,2,9291000,1500000,2016,2019,2018-03-31,2020-03-17,2016,2019,-7791000,-83.86,1.96,behind schedule,0,0
rcmp,egis-2,rcmp-egis-2,Royal Canadian Mounted Police,Enterprise Geospatial Information System Phase 2,Enterprise Geospatial Information Svstem Phase II: LJpqrade and modernize law enforcement service deliverv.,1,2600000,2600000,2019,2019,,,,,,,,unknown (past due),0,0
rcmp,egis-3,rcmp-egis-3,Royal Canadian Mounted Police,Enterprise Geospatial Information System (EGIS) Phase3,This project will deploy an enterprise solution that will provide collaborative and reusable geospatial information services.,1,4700000,4700000,2022,2022,2023-03-07,2023-03-07,2022,2022,,,,new,0,0
rcmp,eicb-radio,rcmp-eicb-radio,Royal Canadian Mounted Police,Enhancing Integrity of Canada's Borders (Radio),"This Radio project will enhance border domain situational awareness at all identified target locations through the deployment of proven sensor technologies including all the related infrastructure components. In light of increases seen in irregular migrant crossings since 2017, incremental funding provided the capacity to manage irregular migration at the three identified high-volume irregular border-crossing points in British Columbia (E Division), Manitoba (D Division) and Quebec (C Division).",1,6000000,6000000,2022,2022,2024-03-31,2024-03-31,2022,2022,,,,new,0,0
rcmp,eicb-tech-ops,rcmp-eicb-tech-ops,Royal Canadian Mounted Police,Enhancing Integrity of Canada's Borders (Technical Operations),"This Technical Operations project will enhance border domain situational awareness at all identified target locations through the deployment of proven sensor technologies including all the related infrastructure components. In light of increases seen in irregular migrant crossings since 2017, incremental funding provided the capacity to manage irregular migration at the three identified high-volume irregular border-crossing points in British Columbia (E Division), Manitoba (D Division) and Quebec (C Division).",1,1100000,1100000,2022,2022,2022-03-31,2022-03-31,2022,2022,,,,new,0,0
rcmp,emcm,rcmp-emcm,Royal Canadian Mounted Police,Electronic Major Case Management Renewal,Electronic Major Case Management Next Generation Project : Uoarade and modernize system and software.,2,17904000,48000000,2016,2019,2019-03-31,2021-03-31,2016,2019,30096000,168.1,2,behind schedule,1,0
rcmp,emcm-2,rcmp-emcm-2,Royal Canadian Mounted Police,Electronic Major Case Management (eMCM) - Phase 2,"This project will create an eMCM environment that provides the required capabilities, flexibility and scalability to manage major case investigations at various levels of complexity while complying with the Information Management (IM) policies, standards and practices. The project will align with other initiatives that will establish IM processes, workflows, national standardized business rules and data management consistency.",1,27700000,27700000,2022,2022,2024-03-28,2024-03-28,2022,2022,,,,new,1,0
rcmp,emp,rcmp-emp,Royal Canadian Mounted Police,Email Modernization Project,Email Modernization Project: Upgrade internal communication systems.,1,11100000,11100000,2019,2019,2020-03-31,2020-03-31,2019,2019,,,,completed,1,0
rcmp,eti,rcmp-eti,Royal Canadian Mounted Police,Email Transformation Initiative,Email Transformation Initiative (ETI): The objective of the Email Transformation Initiative project is to implement the SSC email solution.,1,7706000,7706000,2016,2016,2018-03-31,2018-03-31,2016,2016,,,,completed,0,0
rcmp,eticketing-e,rcmp-eticketing-e,Royal Canadian Mounted Police,E Division Road Safety Initiative eTicketing,RCMP E Division Road Safetv Initiative eTicketinq : Uoarade and modernize law enforcement service delivery.,1,1300000,1300000,2019,2019,,,,,,,,unknown (past due),0,0
rcmp,expungement,rcmp-expungement,Royal Canadian Mounted Police,Expungement of Historically Unjust Convictions Support,Expungement: Support Government of Canada Legislation Bill C-66 - ExpunQement of Historically unjust Convictions Act,1,1400000,1400000,2019,2019,2019-05-05,2019-05-05,2019,2019,,,,completed,0,0
rcmp,frt-db,rcmp-frt-db,Royal Canadian Mounted Police,Firearms Reference Table Database Upgrade,Firearms Reference Table : Upqrade database.,1,4300000,4300000,2019,2019,2020-11-09,2020-11-09,2019,2019,,,,completed,0,0
rcmp,gcdocs,rcmp-gcdocs,Royal Canadian Mounted Police,GCdocs,GCDOCS: Implement GCDOCS within RCMP.,2,15082000,32000000,2016,2019,2018-03-31,2019-10-21,2016,2019,16918000,112.17,1.56,behind schedule,1,0
rcmp,gcnet-wan,rcmp-gcnet-wan,Royal Canadian Mounted Police,GCNet WAN Services Migration,GCNet WAN Services Migration : Migrate RCMP wide area network (WAN) to the GCNet WAN.,1,14300000,14300000,2019,2019,2020-12-01,2020-12-01,2019,2019,,,,completed,1,0
rcmp,health-im,rcmp-health-im,Royal Canadian Mounted Police,Health IM - Phase 1 and 2 - F Division,"This Saskatchewan Health Authority project will adopt a product called HealthIM which is being used by municipal police forces in Saskatchewan. The Royal Canadian Mounted Police (RCMP) “F” Division will participate in an 18 month pilot project, to evaluate its effectiveness on reducing officer wait times in hospitals.",1,1600000,1600000,2022,2022,,,,,,,,unknown (past due),0,0
rcmp,hrmis,rcmp-hrmis,Royal Canadian Mounted Police,HR & Pay System Modernization (HRMIS),This project will examine and evaluate options for the RCMP Member Pay System that is reaching end-of-life and implement the replacement of both the HR and Pay system end to end.,1,60000000,60000000,2022,2022,2024-03-29,2024-03-29,2022,2022,,,,new,1,0
rcmp,imp,rcmp-imp,Royal Canadian Mounted Police,Identity Management Program,Identify Manaaernent Program : Implement an enterprise solution to enable imProved law enforcement decision makinq and service deliverv.,1,2000000,2000000,2019,2019,,,,,,,,unknown (past due),0,0
rcmp,in-car-video,rcmp-in-car-video,Royal Canadian Mounted Police,In Car Video & Detachment Wi-Fi Roll-out - K Division,"This Wi-Fi project will enable the efficient use of In Car Video in K Division Headquarters and detachments. Wi-Fi is is the primary function for In Car Video, however increasing need is expected as new technology is introduced.",1,1800000,1800000,2022,2022,2024-03-31,2024-03-31,2022,2022,,,,new,0,0
rcmp,intellibook-rollout,rcmp-intellibook-rollout,Royal Canadian Mounted Police,IntelliBook Division - Wide Rollout,This project will convert existing legacy system: 3M Cogent and MorphoTrak LSS systems to utilize the provincial Intellibook system.,1,1400000,1400000,2022,2022,2024-01-03,2024-01-03,2022,2022,,,,new,0,0
rcmp,interpol-set,rcmp-interpol-set,Royal Canadian Mounted Police,Interpol Secure Email Transformation,Interpol Secure Email Transformation : Upqrade and modernize information manaaement and information technology securitv svstems.,1,5400000,5400000,2019,2019,,,,,,,,unknown (past due),0,0
rcmp,ipe,rcmp-ipe,Royal Canadian Mounted Police,Internet Presence Environment Upgrade,"The Internet Presence Environment (IPE) upgrade project is the design, implementation and maintenance of a new secure, robust, highly available and scalable environment for all RCMP internet accessible web content and web annlications.",1,2250000,2250000,2016,2016,2018-03-31,2018-03-31,2016,2016,,,,completed,0,0
rcmp,itspm,rcmp-itspm,Royal Canadian Mounted Police,IT Security Program Modernization,IT Securitv Proqram Modernization : Uoarade and modernize information manaaement and information technoloav securitv svstems.,1,17000000,17000000,2019,2019,,,,,,,,unknown (past due),1,0
rcmp,lms,rcmp-lms,Royal Canadian Mounted Police,Learning Management System Modernization,learnina Manaaement Svstem Modernization : Uoarade svstem software.,1,1000000,1000000,2019,2019,2020-03-31,2020-03-31,2019,2019,,,,completed,0,0
rcmp,mcpur,rcmp-mcpur,Royal Canadian Mounted Police,Missing Children/Persons and Unidentified Remains Database,"Missing Children/Persons and Unidentified Remains (MCPUR) Database is a national system that will receive data from CPIC, provide reporting and analytical tools, and provide an extract that will be used to post missing persons and unidentified remains information to a nublic website. .",1,2321000,2321000,2016,2016,2017-03-31,2017-03-31,2016,2016,,,,completed,0,0
rcmp,mddm,rcmp-mddm,Royal Canadian Mounted Police,Mobile Device Deployment & Management,Mobile Device Deployment & Management : Implement an enterprise solution to enable improved law enforcement decision making and service delivery.,1,2450000,2450000,2019,2019,,,,,,,,unknown (past due),0,0
rcmp,mdsi,rcmp-mdsi,Royal Canadian Mounted Police,Mobile Device Strategy Implementation Initiative,"The Mobile Device Strategy Implementation initiative will put in place the vision, standards, tools, security, and contracts required to deliver mobile applications to hand held and electronic technology devices.",1,5000000,5000000,2016,2016,2020-03-31,2020-03-31,2016,2016,,,,completed,0,0
rcmp,media-dam,rcmp-media-dam,Royal Canadian Mounted Police,Digital Asset Management for New Media,New Media - Digital Asset Management : Develop new media web aoolications and cloud-based solutions.,1,1000000,1000000,2019,2019,2019-05-31,2019-05-31,2019,2019,,,,completed,0,0
rcmp,mygchr,rcmp-mygchr,Royal Canadian Mounted Police,MyGCHR,Migration to GC standard PeopleSoft 9.1 (My GC HR): The TBS HR Services Modernization Initiative consists of four initiatives including the build of th·e GC Human Resources Management System (GC HRMS) standard in PeopleSoft 9.1 (My GC. HR). An independent study is being conducted to determine the feasibility of the RCMP moving to the Mv GCHR common instance.,1,10000000,10000000,2016,2016,2021-03-31,2021-03-31,2016,2016,,,,completed,0,0
rcmp,nc3,rcmp-nc3,Royal Canadian Mounted Police,National Cybercrime Solution (NCS) - Phase 2,"This project will support a centralized, national, cybercrime-specific database that will include intake, case management, analytics, a Police and Partner Portal (P3), and a Public Reporting Web Site. NCS will enable the NC3 to analyze cybercrime threats, trends, to aggregate and respond to reported cybercrimes and exchange information with law enforcement. Phase 2 will focus on procuring, developing, and integrating all systems, to allow the NC3 to fully operate by April 2024.",2,14400000,45200000,2019,2022,2023-03-31,2024-04-25,2019,2022,30800000,213.89,1.07,behind schedule,1,0
rcmp,network-bandwidth,rcmp-network-bandwidth,Royal Canadian Mounted Police,Network Bandwidth Modernization,Network Bandwidth Modernization: Uoarade and modernize RCMP wired and wireless network bandwidth.,1,2000000,2000000,2019,2019,,,,,,,,unknown (past due),0,0
rcmp,next-gen-911,rcmp-next-gen-911,Royal Canadian Mounted Police,Next Generation (NG) 9-1-1 Centre of Expertise,"This project will allow the public to utilize 9-1-1 services using any real-time communication channel, be it voice, text, or video, from any wired, wireless, or IP-based device.",2,1400000,1800000,2019,2022,2020-03-31,2025-05-02,2019,2022,400000,28.57,5.09,behind schedule,0,0
rcmp,nrtc,rcmp-nrtc,Royal Canadian Mounted Police,RCMP National Radio Tower Compliance Upgrade,RCMP National Radio Tower Compliance : Uoarade emergency communication systems.,1,18600000,18600000,2019,2019,2019-05-21,2019-05-21,2019,2019,,,,completed,1,0
rcmp,nsc,rcmp-nsc,Royal Canadian Mounted Police,Netmotion Secure Connectivity,Netmotion Secure Connectivitv: Uoarade and modernize information manaoement and technoloqy securitv systems.,1,1000000,1000000,2019,2019,,,,,,,,unknown (past due),0,0
rcmp,nsorm,rcmp-nsorm,Royal Canadian Mounted Police,National Sex Offender Registry Modernization Project,National Sex Offender Registrv Modernization : Support Government of Canada Leqislation to enact the Hiqh Risk Child Sex Offender Database Act.,2,2490000,7300000,2016,2019,2017-03-31,2019-09-23,2016,2019,4810000,193.17,2.48,behind schedule,0,0
rcmp,oimp,rcmp-oimp,Royal Canadian Mounted Police,Operational Information Modernization Project,"The Operational Information modernization.project (OI) will serve as a basis for the delivery of a solution for 01 across the organization and will enable the growth of RCMP 01 maturity in order to support decision making process, at all levels.",1,2090000,2090000,2016,2016,2019-03-31,2019-03-31,2016,2016,,,,completed,0,0
rcmp,pat-2,rcmp-pat-2,Royal Canadian Mounted Police,Prisoner Processing and Case Management Police Access Tool,"The Prisoner Processing and Case Management Police Access Tool (PAT) Phase II project will update and upgrade the existing system and enable new functionality, including Police Partner Agencies access and prisoner booking.",1,3033000,3033000,2016,2016,2017-03-31,2017-03-31,2016,2016,,,,completed,0,0
rcmp,pay-system-mps,rcmp-pay-system-mps,Royal Canadian Mounted Police,Member Pay System Phoenix Migration,The Member Pay system replacement project·is to replace the Member Pay System with the new Phoenix system that is used for Public Servants oav.,1,2079000,2079000,2016,2016,2018-03-31,2018-03-31,2016,2016,,,,completed,0,0
rcmp,pay-system-pse,rcmp-pay-system-pse,Royal Canadian Mounted Police,Phoenix Pay System,"The Phoenix Integration for PSEs project is focused on implementing the automated solution and related business processes provided by the Department of Public Works and Government Services (PWGSC) that integrates the RCMP HRMIS solution with the PWGSC Phoenix solution for administrating pay for Public Service Employees. The project is currently underway, and the rebaselined TEC is $1.5M and project completion is anticipated in 2015-16.",1,1285000,1285000,2016,2016,2017-03-31,2017-03-31,2016,2016,,,,completed,0,0
rcmp,pdap,rcmp-pdap,Royal Canadian Mounted Police,Police Data Analytics Project,Police Data Analytics Project: Proof-of-concept pilot project to manage large volumes of policing digital data and keep pace with advancinq technoloqy_,1,3200000,3200000,2019,2019,2019-09-30,2019-09-30,2019,2019,,,,completed,0,0
rcmp,pdems,rcmp-pdems,Royal Canadian Mounted Police,Provincial Digital Evidence Management Solution (pDEMS) Pilot,This pilot project will implement supporting software technology to store and ensure ready access to video evidence.,1,3000000,3000000,2022,2022,2024-03-31,2024-03-31,2022,2022,,,,new,0,0
rcmp,pipm,rcmp-pipm,Royal Canadian Mounted Police,Police Information Portal Modernization,Police Information Portal Modernization : Uoaradina and modernizing system.,1,19200000,19200000,2019,2019,,,,,,,,unknown (past due),1,0
rcmp,radio-central,rcmp-radio-central,Royal Canadian Mounted Police,Central Region Radio Renewal - CR3,"This project includes three Divisions: Ontario (O Div), Quebec (C Div) and the National Capital Region NCR. These three divisions will be performing a multi-year upgrade of their Radio Communication Systems (approximately 220 radio sites) that will provide coverage needed to meet the RCMP's operational requirements.",2,88000000,88400000,2019,2022,2023-09-29,2024-09-03,2019,2022,400000,0.45,0.93,behind schedule,1,0
rcmp,radio-d,rcmp-radio-d,Royal Canadian Mounted Police,D Division Radio System Renewal and Modernization,RCMP D Division Radio System Renewal and Modernization : Uoarade emerqencv communication systems.,1,5500000,5500000,2019,2019,2023-05-01,2023-05-01,2019,2019,,,,unknown (past due),0,0
rcmp,radio-f,rcmp-radio-f,Royal Canadian Mounted Police,F Division Radio Network Upgrade,RCMP F Division Radio Network Uoarade: Uoarade emerqencv communication systems.,1,18600000,18600000,2019,2019,,,,,,,,unknown (past due),1,0
rcmp,radio-j,rcmp-radio-j,Royal Canadian Mounted Police,J Division Radio System Renewal and Modernization,RCMP J Division Radio System Renewal and Modernization : Uoarade emergency communication systems.,1,35300000,35300000,2019,2019,2020-09-22,2020-09-22,2019,2019,,,,completed,1,0
rcmp,radio-k,rcmp-radio-k,Royal Canadian Mounted Police,K Division Radio Renewal and Modernization,RCMP K Division Radio Renewal and Modernization : Uoarade emergency communication systems.,1,1000000,1000000,2019,2019,2019-03-26,2019-03-26,2019,2019,,,,completed,0,0
rcmp,radio-v,rcmp-radio-v,Royal Canadian Mounted Police,V Division Radio Modernization,This project will upgrade the radio system in V Division to align with the current RCMP standards.,2,2000000,6700000,2019,2022,2019-11-27,2022-06-30,2019,2022,4700000,235,2.59,behind schedule,0,0
rcmp,rbdc,rcmp-rbdc,Royal Canadian Mounted Police,Addressing Systemic Racism (Race Based Data Collection),"This project will collect, analyse and report race-based data to address systemic racism and discrimination to enhance employee cultural awareness and capacity to deliver culturally competent policing services.",1,16400000,16400000,2022,2022,2025-03-31,2025-03-31,2022,2022,,,,new,1,0
rcmp,rsi-e-ticketing,rcmp-rsi-e-ticketing,Royal Canadian Mounted Police,Road Safety Initiative eTicketing (RSI),This project will implement the divisional roll-out of the Provincial e-Ticketing solution.,1,2900000,2900000,2022,2022,2025-03-31,2025-03-31,2022,2022,,,,new,0,0
rcmp,sap-ng,rcmp-sap-ng,Royal Canadian Mounted Police,Next Generation Transformation to S4,This project will transform Corporate Management and Comptrollership business by adopting a Government of Canada standard.,1,47000000,47000000,2022,2022,2024-03-31,2024-03-31,2022,2022,,,,new,1,0
rcmp,sap-ssep,rcmp-sap-ssep,Royal Canadian Mounted Police,Shift Scheduling and Exception Pay SAP Portal Application,The Shift cheauung ana t:.xcept1on Pay (SSEP) w111 a11ow shin• scheduling and exception pay to be done in a separate Web based SAP portal application (HRMIS interfaces to provide HR data to IT!=AM) I-IRMIS comoonent,1,14052000,14052000,2016,2016,2017-03-31,2017-03-31,2016,2016,,,,completed,1,0
rcmp,sap-team7,rcmp-sap-team7,Royal Canadian Mounted Police,SAP Software TEAM Enhancement Pack 7 Upgrade,The TEAM Enhancement Pack 7 Upgrade will update the SAP software to the current level used within the Government of Canada.,1,2113000,2113000,2016,2016,2020-03-31,2020-03-31,2016,2016,,,,completed,0,0
rcmp,sccm,rcmp-sccm,Royal Canadian Mounted Police,System Center Configuration Manager for Windows 10,System Center Confhwration Manager Windows 10: Uoarade workstation support software. . .,1,4800000,4800000,2019,2019,2019-06-18,2019-06-18,2019,2019,,,,completed,0,0
rcmp,scms,rcmp-scms,Royal Canadian Mounted Police,Customer Relationship Management Shared Case Management System,"The Customer Relationship Management Shared Case Management System (CRM/SCMS) project will implement the Common Platform (Hosted by-PWGSC). RCMP IM/IT Program joined the SCMS community to leverage the common platform for the development, testing, and deployment of Protected B Business Aoolications.",1,1019000,1019000,2016,2016,2017-03-31,2017-03-31,2016,2016,,,,completed,0,0
rcmp,spider,rcmp-spider,Royal Canadian Mounted Police,Strategic Policing Intelligence Driven Enterprise Resource Analytics (SPIDER Analytics),"The Strategic Policing Intelligence Driven Enterprise Resource Analytics (SPIDER Analytics) project will see the acquisition of a unified automated enterprise solution that will result in dramatically improved efficiencies, proactive identification of criminal networks and increased suooort to investjgations for the RCMP.",1,13074000,13074000,2016,2016,2019-03-31,2019-03-31,2016,2016,,,,completed,1,0
rcmp,ssepp,rcmp-ssepp,Royal Canadian Mounted Police,Enterprise SSEPP Reporting and Analytics,SSEPP Reportinq and Analystics : Implement an enterprise solution to enable improved decision makinq.,1,1640000,1640000,2019,2019,2020-12-18,2020-12-18,2019,2019,,,,completed,0,0
rcmp,viclas,rcmp-viclas,Royal Canadian Mounted Police,Violent Crime Linkage Analysis System,Violent Crime Linkaqe Analysis System (ViCLAS) Program : Uparade system software.,2,2135000,1400000,2016,2019,2020-03-31,2020-03-31,2016,2016,-735000,-34.43,,completed,0,0
rcmp,web-renewal,rcmp-web-renewal,Royal Canadian Mounted Police,RCMP Public Website Remediation,This project will migrate the website to the cloud environment.,1,1600000,1600000,2022,2022,,,,,,,,unknown (past due),0,0
rcmp,weblogic,rcmp-weblogic,Royal Canadian Mounted Police,Weblogic Integration Technology Replacement,Webloqic Integration Technology Replacement: Uoarade system hardware and software.,1,4000000,4000000,2019,2019,2019-10-27,2019-10-27,2019,2019,,,,completed,0,0
rcmp,wideawake,rcmp-wideawake,Royal Canadian Mounted Police,WideAwake Social Media Analytical Tool,This project will facilitate the searching and monitoring of social media sites. The project is currently on hold while the Privacy Impact Assessment (PIA) is being completed in consultation with the Office of the Privacy Commissioner.,1,3700000,3700000,2022,2022,,,,,,,,unknown (past due),0,0
